VMName;RAM;RAM_percentage;RAM_LastAvgUse_Gb_SD;CPUCount;CPU_percentage;CPU_LastAvgUse_MHz_SD;NETWORK_LastInboundAvgUse_Kbps_P95;NETWORK_LastInboundAvgUse_Kbps_SD;NETWORK_LastOutboundAvgUse_Kbps_P95;NETWORK_LastOutboundAvgUse_Kbps_SD
98796_DIVERQUIN_SAS_WIN_2008_R2_STD_SP;8;100;0;2;4;259;0;18;2;6
989412_WINDOWS_SERVER_2016_DATACENTER_64Bits;32;100;7;4;22;774;15;206;1;4
99975_PRICEWATERHOUSECOOPERS_AG_LTDA_WIN (eb0be4c6-9d00-4ed6-a9cc-f1104eb29de3);3;100;0;2;1;59;3;2;1;1
99977_PRICEWATERHOUSECOOPERS2_new2;22;100;0;10;0;4;0;0;0;0
99978_PRICEWATERHOUSECOOPERS_AG_LTDA_WIN_ (788a6370-ff2a-4628-b7a7-0fa5169c42fe);3;100;0;10;4;154;75;51;73;51
ASPECT_LAB_H4 (2d1c2771-9510-400c-bd95-4c9036b0536c);32;100;0;8;1;68;68;102;70;26
avansat5 (bf773f2f-a84b-4fd1-978c-b802aa22012b);8;98;0;2;46;678;574;259;930;386
CENTOS_SERVER_7.4_64Bits_UFVCLOUD;4;25;0;2;0;7;0;9;0;0
DEMO RDWEBCORP041111;24;100;4;8;21;1237;596;566;1381;520
DEMO RDWEBCORP051111;24;100;4;8;25;1421;1395;527;612;564
DEMO RDWEBCORP061111;20;53;1;2;2;221;1;6;0;0
Import_VCLOUD;4;16;0;4;0;5;0;0;0;0
MI-APP-APIMAN;8;33;0;4;7;268;0;0;0;0
new_TTMPAY01;8;100;0;4;5;227;38;21;27;14
nni-cl-app1_PROD_OK (a202a30f-5ca0-4ab6-bc6c-e5a589a32f2e);8;100;0;4;10;232;7;5;5;32
OS_9137_SUSE_12_SP3_ADMIN;8;78;2;4;0;278;0;0;0;0
OS_9138_SUSE_12_SP3_CONTROLLER;8;19;0;4;0;55;0;0;0;0
Prueba_simoniz_dtc (bba94b22-c3cf-4231-9190-803181dcc61b);4;100;0;4;36;50;0;0;0;0
Prueba_TXT;4;66;0;4;24;0;0;0;0;0
Pruebas_Zerto_John (bf8d430b-e64c-452f-8cf3-eb4fc6d9f64e);4;25;0;4;0;2;0;0;0;0
qacorona (92a10fad-ec1d-41e8-92ef-b436189e9841);2;94;0;1;2;24;4;160;10;62
RTP_PROXY_ARG_REPLICAR;4;99;0;4;4;84;186;67;182;67
softswitchcobog01;4;64;0;8;0;8;0;0;0;0
SRVDBCW02 (ee6c2dbc-3359-4e65-a4e4-34f62f308dee);8;30;0;2;6;123;4;2;2;1
SRVNAVCWTEST (94d69383-19c7-4f8d-915b-fc0be2a94998);8;100;1;2;31;556;142;123;31;25
SRVNAVCWTEST_NEW (2da7b6b7-44f8-43d7-b195-560e1d7b7431);8;90;0;2;19;250;165;41;84;50
SRVTSCW01 (5b2e9445-81e8-455f-a0eb-957761873cf6);16;100;0;2;110;1720;86;43;58;24
172641_SRV-TST-WEB_WIN_2008_R2_STD_x64 (2c609504-90cc-4c37-bda8-1b96a4959bb8);6;100;0;4;12;484;36;44;28;72
172641_SRV-VRTL-DC3;4;100;0;4;1;85;0;0;0;0
172641_SVR-ANTISPAM_WIN_2008_R2;4;100;0;4;33;683;42;15;104;146
172641_SVR-ANTISPAM_WIN_2008_R2 (2038a7f3-52d3-431c-b9c6-d350aba55001);4;100;0;4;35;770;33;10;156;105
172641_SVR-PRD-AUDIT_WIN_2008_R2_ENT_x64 (1f750296-b582-4181-950c-ba34e9dc8e57);4;100;0;4;5;287;22;12;0;3
172641_SVR-PRD-WEB_WIN_2008_R2_X64 (66d98d6b-6da1-4894-957c-1b861f97a6e0);20;100;1;6;21;1077;965;355;1196;457
172641_SVR-TST-INTRANET01;6;100;0;2;53;637;7;22;1;142
172641_SVR-TST-SQLPRB_WIN_2008_R2_281018;5;100;1;4;34;1094;709;283;167;65
172641_SVR-VRTL-DC2_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;0;8;5;249;183;69;190;211
172641_VRT-PRD-NOM_WIN_2008_R2_STD;4;100;0;4;4;315;3;3;3;2
172641_VRT-TST-BIZUIT_NEW;6;100;0;4;1;61;0;2;0;0
172641_VRT-TST-BIZUIT_Prd (ad986799-65c5-49ef-a2e4-f36a02cc9139);6;100;0;4;57;1901;206;146;15;10
172641_VRT-TST-NOM08_WIN_2008_R2;2;100;0;2;2;174;0;2;0;1
174470_WINDOWS_SERVER_2012_R2_STD (6994e058-ad3b-4a0f-9fe5-b81f9385630c);24;100;3;6;7;410;2;43;5;47
175349_WINDOWS_2012_R2_STD_111018;20;95;2;2;7;44;36;12;38;13
175612_WINDOWS_SERVER_2012_R2_STD (4372949b-d83f-48a1-a610-6dff2d2b25af);24;100;0;6;38;1191;227;79;11242;3901
177464_PRINTSVR08;8;100;0;2;67;1082;321;141;400;157
177464_PRINTSVR08 (b6492d99-8d88-4f4f-b873-c0de9def2f3f);8;100;0;2;24;396;300;168;349;176
178528_CF_cl_App (d97b10cb-528e-45f5-8e03-9b5e53694484);4;100;0;2;33;479;105;43;66;118
178558_FE_cl_Bd02 (325ddc22-8a11-4569-a5cb-ed5c41e36b9c);24;100;0;4;9;962;270;123;31;18
179317_TTMAD01_2_DOMAIN_13Abr_Restore;4;100;0;2;32;407;29;11;28;10
179317_TTMAD01_2_DOMAIN_15Abr_Restore;4;100;1;2;77;1237;10;5;11;5
180213_SINIGAN-APP-01 (0ee90d02-a3c3-4a3f-865a-2f56b0d076d2);64;81;3;12;2;164;373;136;489;185
180217_MYSQL_ICA (f5687b03-60af-4156-b3f1-532d22a50b70);32;16;0;8;4;404;84;24;2852;813
180228_WNDOWS_COPIA_SEGURIDAD_ORACLE;4;100;0;2;1;108;0;12060;0;711
180270_MIKROTIK (7eb11eb9-5225-46f0-9ae7-86512d1e821a);1;13;0;1;2;37;244;84;269;90
182329_TTMPAY01_PAYROLL2;8;100;0;4;35;1094;196;69;52;19
182573_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;1;4;5;305;4;5;22;12
182986_Mickey (4358d7db-32fa-4dc8-aae6-c4a56468182d);4;32;0;4;1;21;46;14;48;15
184411_SUSE_RESTORE;24;92;0;8;1;4;0;0;0;0
184868_PO_DEV (1d851148-06ba-4da4-a112-9fecf84f6cc7);24;99;5;4;2;260;0;0;0;0
184873_SUSE_LINUX_ENTERPRISE_SERVER_12_SP2_HANA_64Bit;32;62;1;2;5;49;0;0;0;0
188836_PARKING_BIBUK_test;4;100;0;4;5;34;6;0;6;0
191924_CENTOS_SERVER_6.8_64Bits;32;99;2;6;24;1045;40;16;1439;840
412049_CENTOS_SERVER_7.0_64Bits;8;53;0;8;1;8;0;0;0;0
419483_CENTOS_SERVER_6.5_64Bits;4;97;0;4;2;9;0;4;0;0
422991_Capa_Web_3;32;82;3;8;3;181;4;16;6;9
422993_Capa_Web_5;32;96;3;8;4;161;3;18;5;10
423001_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;64;100;10;12;5;548;3328;1090;75;25
428323_SUSE_LINUX_ENTERPRISE_11_SP4_64Bits;4;98;0;4;3;79;8;8;10;52
437607_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;16;100;1;6;23;1163;106;55;673;257
440412_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;0;2;4;73;1;0;1;0
440413_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;6;100;0;4;30;1029;1;29;1;5
448119_DEMO_2;30;63;5;12;0;178;0;0;0;0
448119_VM-EMSSANAR-APP1-IFX_RESTORE_02052019;30;99;0;20;10;1846;1879;634;793;254
448131_CENTOS_SERVER_7.0_64Bits;18;99;6;20;0;328;19;56;32;16
448131_CENTOS_SERVER_7.0_64Bits;40;100;12;20;31;4936;586;831;1455;633
448136_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;24;99;5;8;10;618;10;82;9;17
448138_CENTOS_SERVER_7.0_64Bits_pruebaszerto;8;22;0;4;5;47;0;0;0;0
448140_WINDOWS_SERVER_2012_R2_STANDARD;140;52;11;24;21;3144;825;324;3896;1285
448143_CENTOS_SERVER_7.0_64Bits_pruebaszerto;2;93;0;2;4;373;29;250;25;15
601443_COMFA-EPS_new;36;100;0;8;42;1969;2526;1432;1978;696
601443_COMFA-EPS_new;40;100;1;8;36;1756;4554;6924;1657;737
739150_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;512;72;121;24;16;2624;152;623;266;307
770618_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bits;64;4;0;8;3;166;0;0;1;0
782418_FE_co_Web (afcfe271-62c1-461b-870b-4797bcfcacab);8;100;1;4;3;92;13;10;45;43
782419_APP-FECO-CLON (73ce5569-d259-43d0-917a-2f6589212aff);4;100;1;2;10;609;0;13;0;1
782420_FE_co_ MT1 (9b3eb63a-a007-49b8-9366-7b084233d885);4;97;0;2;52;714;157;113;91;32
783419_WINDOWS_SERVER_2016_STANDARD_64Bits;24;100;4;4;5;242;9;132;6;11
783420_WINDOWS_SERVER_2016_STANDARD_64Bits;16;76;2;4;2;50;23;26;9;3
783422_WINDOWS_SERVER_2016_STANDARD_64Bits;16;100;2;4;3;123;2;53;3;74
789519_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;16;66;1;4;1;30;1;3;1;0
825619_FE_cl_Web_App (071b0b39-5bdc-43de-b723-c746b81f5aae);32;100;1;8;69;3035;1121;364;649;188
826422_AMP-8.2.7-x86_64;8;22;0;4;7;212;0;0;0;0
82794_UNICOLMAYOR_PORTAL_WEB_2511_old;80;35;0;10;0;0;0;0;0;0
82794_UNICOMAYOR_PORTAL_WEB_2511;80;26;1;10;4;113;4583;753;856;140
82795_UNIVERSIDAD_COLEGIO_MAYOR_DB_DRP;64;99;4;8;3;138;1548;723;42;20
828119_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;99;10;12;5;851;215;633;107;838
170074_SAP_GW_Productivo (237e031b-9f69-4578-851d-fcfb4275e19c);48;97;0;6;5;263;16;10;16;1825
170075_SAP_DMS_Productivo (282166c3-637d-4f85-83a8-b56957a50b91);16;91;3;4;0;20;0;4;0;0
170076_RHEL_HANA (daeffcf0-341b-40d7-9f10-b347d7c617c2);768;100;0;32;30;7217;16035;12024;15128;5282
170177_SUSE_SEIDOR_TEDEAR_AG_res_03052019;64;70;10;16;34;2936;1;0;45;18
170262_PERSEO1311_restored;32;100;8;6;6;278;39;29;20684;15204
170413_AQUILES (70e1c589-a9ab-44a0-bef6-374b687060d0);8;100;0;4;42;1087;180;42;426;569
170415_SERVER_APLICACIONES_XAMPP (55d03c28-b86c-4e42-b7b1-22bf94b7901e);25;100;1;4;5;854;31;24;66;27
170520_QLIKVIEW_020818 (99b15f55-4f58-4e39-acd0-cc40d977be5e);32;100;3;4;38;1247;748;26808;15;5842
170521_APOLO_NEW (1969c506-637c-4ab0-a6dd-49473ca98e4f);4;100;0;2;33;588;2;30;8;9
170521_APOLO_NEW200419;4;80;1;2;99;3;0;0;0;0
170522_DINAMICO_1_OLD;8;57;1;6;1;197;0;15;0;1
170523_DINAMICO2_16Mar;4;41;0;2;49;0;0;0;0;0
170525_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;4;100;0;2;15;325;21;11;47;21
170526_DINAMICO5_NAGIOS (558213af-374d-4bb6-8032-778233022d05);4;97;0;2;7;70;2;1;2;1
170731_WINDOWS_SERVER_2012_R2_STD_2711;16;100;2;4;37;1247;264;115;1925;841
172641_BLD-VRTL-TS208_WIN_2008_R2_STD_x64 (906587c6-072b-43e8-8a52-c68b9bdbd881);12;100;1;6;47;1920;661;245;221;73
172641_BLD-VRTL-TS208_WIN_2008_R2_STD_x64 (906587c6-072b-43e8-8a52-c68b9bdbd881);16;100;0;6;59;2326;765;309;141;69
172641_SRV-PRD-FS_WIN_2008_R2_STD_x64 (a958d44f-980c-4e0f-a7f1-dadc2a693305);4;100;0;4;24;778;317;123;433;229
172641_SVR_BACKUPS_IFX (1ddb0e00-d0de-46e8-bba8-a62274c3b60b);4;100;0;4;0;89;2;65;0;14756
172641_SVR-OPTI-SISE_WIN_2008_STD_x64 (cbf1c532-1205-4375-a9ec-1af2aff9ed93);4;100;0;4;5;323;7;16;37;20
172641_SVR-PRB-INT2012_WIN_2012_STD_x64_0 (7ba1f41e-1aed-4cad-9de5-e71f04f2a680);4;100;0;4;15;950;391;369;113;56
172641_SVR-PRD-SQL_WIN_2008_R2_STD_x64 (a4cb56b3-a0b3-4f89-9bb8-983ae6a19312);92;100;1;24;73;7694;260;73;1166;1776
172641_SVR-PRD-USERS_WIN_2008_31012018_restored;4;100;0;4;3;31;0;0;0;0
172641_SVR-TST-SQLPRB_WIN_2008_R2_restored;5;100;0;4;35;840;118;432;3796;1517
172641_SVR-VRTL-DC1_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;0;8;13;562;144;21;120;218
172641_VRT-PRD-APL_WIN_2008_STD_x64;6;100;0;6;88;3553;93;30;128;34
172641_VRT-SQL-SEVIN_WIN_Restore;12;98;0;8;7;350;17;2;0;0
172641_VRT-TST-SEVIN_WIN_2008_R2;2;100;0;2;2;267;0;1;0;0
172641_VRT-TST-SISE08_WIN_2008_STD_x64 (136abf17-2a25-4a6c-90a9-74c1a923be05);4;100;0;4;16;700;11;138;7;8
172641_VRT-TST-SQLNIIF_WIN_2008_R2_STD_x6 (4e08acd1-3de6-4f34-b005-3781d89074c5);6;100;0;6;23;1128;4;7;8;54
172641_WIND_SRV_2012R2_STD (f9ee5958-8df8-400e-b67f-a04f371d431d);6;100;0;2;54;663;8;198;2;26
172641_WINDOWS_SERVER_2012_R2_STANDARD_SP (95c93ce5-e543-4fa5-9db8-7fbfb01e1862);4;100;0;4;1;58;6;0;0;0
175345_SUSE_12_SP2 (b8397f1c-b4fc-4d72-a4e4-ffbc18e6fb65);20;95;1;2;2;162;0;0;0;0
828121_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;256;99;84;24;9;1975;18;92;69;870
832937_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;18;100;5;4;9;216;16;6;19;8
835119_Comfa-sisu;16;99;2;6;18;1250;344;156;135;316
838651_WINDOWS_SERVER_2008_STANDARD_SP2_64Bits;6;96;2;4;106;2409;0;1;0;11
842025_CENTOS_SERVER_7.0_64Bits;8;99;1;4;12;253;32;25;125;49
854600_New-Intranet-SQL-SIAC 100.62_v11;12;100;0;4;4;108;0;2;5;2
860792_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;4;100;1;4;1;75;0;1;1;1
863791_CLONE_WINDOWS_SERVER_2012_R2_STD;16;100;1;8;100;4285;311;620;7401;1611
866933_MILAN;6;50;0;4;1;1;0;0;0;0
866933_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;24;100;4;4;33;933;684;287;1989;698
878170_WINDOWS_SERVER_2016_160419_CadenaCustodia;56;19;1;12;0;8;0;0;0;0
878170_WINDOWS_SERVER_2016_DATACENTER;56;84;7;12;31;3015;53;823;347;937
881491_WINDOWS_SERVER_2016_STANDARD_64Bits;48;25;2;4;24;592;654;278;5;2
892091_CENTOS_SERVER_6.8_64Bits;16;81;1;2;2;12;0;0;0;0
892310_MASTER_LCTL_SAS_CENTOS_6.4_X64-290 (c7322278-9aed-4b44-8886-d29bdf254a2d);8;97;1;8;1;102;133;46;134;47
892310_MASTER_LTCL_SAS_CENTOS_7.6_1 (b8a736ff-b02f-473f-9489-3ba71e1e0e4d);8;75;1;4;19;859;0;0;0;0
892310_MASTER_LTCL_SAS_CENTOS_7.6_1 (b8a736ff-b02f-473f-9489-3ba71e1e0e4d);10;58;1;4;9;202;0;0;0;0
892310_TOTEM (b01676c3-e389-425f-afb5-35c081632046);4;97;0;2;17;268;0;9;0;4
892310_WMASTER_LCTL_SAS_WIN_2012_R2_STD_A (b1a9a542-7058-4448-98e1-ca0499472369);8;100;1;4;3;87;7;2;20;7
894110_TM502200013 (30a3d72b-8e85-434e-86b9-bc80442aaeb9);24;67;0;16;0;15;48;19;40;14
894120_TM502200026 (b1fc4b78-91ef-40e8-a5a4-4b5c38b3097e);24;100;3;12;19;986;479;169;638;472
894159_TM520200007_2012;32;100;0;24;8;1764;0;0;0;0
894163_TM200035_2012;62;100;0;16;19;2087;319;317;639;3082
894317_RED_HAT_6.6_ORACLE_DATABASE_12C_OP;128;99;11;26;9;1707;173;183;1233;4247
899495_SUSE_LINUX_ENTERPRISE_SERVER2005;64;100;6;8;16;774;2174;669;3612;1119
902992_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit;64;99;17;8;5;489;10;496;26;400
91381_APPSERVER_PROD;32;100;1;4;71;860;351;110;298;105
91381_APPSERVER_PROD (e4ed1b05-07c2-4fcd-aefd-ab66ce9f5b7f);32;96;2;4;112;2959;167;55;305;153
91381_APPSERVER_PROD_restore;32;59;1;4;48;1998;125;3;120;1
91381_Portal_Web_Uniagraria_NEW;6;98;0;2;28;281;10;6;253;178
920695_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;96;19;3;10;2;117;0;1;0;0
923606_CENTOS_SERVER_6.8_64Bits;32;97;5;6;8;355;35;43;1564;576
923608_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;85;1;6;0;16;0;2;0;1
925992_WINDOWS_2012_R2_STD (e8f8a8af-1203-4b21-be21-5192a41b9941);6;100;0;2;1;24;0;0;0;0
95454_UNIVERSITARIA_VIRT_WIN_2012_050119_restored;12;80;0;4;31;777;9;3;246;63
95457_UNIVERSITARIA_VIRTUAL_RHEL_5.8_x64_PROD_res;2;98;0;2;15;220;0;0;0;0
95711_VYGON_WIN2K8_R2_ENT;8;100;0;4;19;1199;2;4;4;5
96309_DISCOVERY_ENERGY_SERVICES_COLOMBIA_ (3d56824e-1ca8-47cb-a36b-f397c9121bd8);2;100;0;2;4;86;2;1;10;6
96465_MASTER_LCTL_SAS_INTEL_29102017 (0e4a778e-e6a6-4287-b01f-4b7d65b0575d);2;100;0;4;2;14;2;1;2;1
96468_MASTER_LCTL_SAS_WIN_2008_R2_STD_PRO (a7767d12-1260-481d-ac16-558bdf909a2f);4;100;0;4;6;11;15;1;38;9
96522_ACADEMUSOFT;72;88;0;10;2;1;51;16;33;10
96522_UNICOLMAYOR_ACADEMUSOFT_10Abr;64;7;0;10;0;17;7;3;8;2
96525_UNICOLMAYOR_ORFEO;48;25;3;6;114;7785;7;12;27;15
967892_WINDOWS_SERVER_2016_DATACENTER_64Bits;12;100;2;12;2;401;1;1261;1;24
967898_WINDOWS_SERVER_2016_DATACENTER_64Bits;8;100;1;6;1;196;0;2;0;0
967901_WINDOWS_SERVER_2016_DATACENTER_64Bits;8;100;1;6;1;229;0;12;0;0
97377_DISCOVERY_ENERGY_SERVICES_COLOMBIA (cfb47866-d1a4-4452-a24f-c482205f0d90);4;100;0;4;8;143;2;1;2;4
974803_SIGM_GEO_03;128;27;8;8;3;202;1;20;1;1
97749_CONSORCIO_VIA_AL_MAR_UBUNTU_12.04.3 (40c779ec-5074-490c-b03b-ca8af79fbab3);4;98;0;4;2;62;0;1;3;4
982295_WINDOWS_SERVER_2016_DATACENTER_64Bits;16;94;3;4;1;74;0;0;0;0
98682_GDS-SER-IS (26dcb58d-3671-416c-a5ff-0120383626c7);4;100;0;2;7;370;24;70;9;15
98683_GDS-SER-MAIL (7333b029-50a9-44a4-a8be-3e1d9bd56948);8;100;1;2;44;848;79;37;177;76
98798_DIVERQUIN_SAS_WIN_2012_R2_STD (afc5c704-d993-4fdb-ae08-194308683d0d);4;100;0;2;5;177;8;2;5;2
989415_WINDOWS_SERVER_2016_DATACENTER_64Bits;4;100;0;4;11;589;0;76;0;17
989417_WINDOWS_SERVER_2016_DATACENTER_64Bits;24;100;6;4;29;819;0;145;0;3
989419_WINDOWS_SERVER_2016_DATACENTER_64Bits;32;97;2;8;1;586;0;53;0;1
990494_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;16;100;1;8;6;222;4;2;10;14
992293_WINDOWS_SERVER_2016_DATACENTER_64Bits;32;31;2;2;1;285;0;6;0;1
99777_EMPRESA_Y_SERVICIOS_SA_CENTOS_6.4_x (fc0c5700-a52b-475e-97ad-3316fe7aa7c8);4;97;0;2;8;320;17;26;52;96
99975_PRICEWATERHOUSECOOPERS_AG_LTDA_WIN_ (f5d1c098-aaae-470a-9bde-566ab0133d0d);3;93;0;2;1;49;3;4;1;1
99977_PRICEWATERHOUSECOOPERS2 (57e5a4b8-1299-4ada-a5ba-a802e19511eb);22;100;0;10;11;918;176;57;1333;442
AMP-8.2.7-x86_64;8;8;0;4;0;0;0;0;0;0
ASPECT_LAB_H8;32;25;0;8;6;380;67;1388;359;797
avansat1 (e26eea1e-b8b9-448e-bdbe-902a4f3c0f89);16;99;0;3;13;278;882;428;373;223
CENTOS_SERVER_6.5_64Bits (bab042b4-88b4-48c9-b892-1eff9b27d381);4;47;0;4;0;39;0;3;0;0
CMHAP01;32;11;1;6;0;93;-1;0;-1;0
coronabd (9f7d8b3a-0a2b-49f5-91cb-4616bd4564b8);10;12;0;1;0;1;0;0;0;0
DATASOLUTIONS_PASSWORD_PRO;4;86;0;4;1;98;2;1;0;0
DBTESTRUN-H8 _OS_10846;32;10;0;8;0;8;0;0;0;0
Infor (EAM) SID155598 (330c880b-33c9-4057-84bc-52015e4dcb5e);8;100;0;2;62;1022;0;6;12;47
MapServer;1;100;0;1;1;18;0;188;0;4
120304_radauth.ifxnetworks.com (c46369dc-85fb-40ec-8222-745c1889af97);4;73;0;4;3;157;7;2;6;1
120978_ZIMBRA_RELAY;4;95;0;2;33;457;59;71;68;189
120978_ZIMBRA1_Produccion;24;99;0;16;34;3393;1061;358;2200;742
120990_R1_ASPECT_REDHAT_ENTERPRISE (b0eaa4cc-2a75-4af2-b86c-4d0b746e78f9);8;99;0;4;1;332;7;1;0;0
120990_RTP-PROXY01_NEW (76c17faf-9aed-4937-9ad9-7faa68732513);4;99;0;4;21;532;2541;885;2552;894
121024_VIPMONITOREO (a190af86-e5a7-4064-9382-3c4ca443fd7e);32;100;2;10;25;1083;1358;271;749;176
121137_ARASRVEX02_WIN_2012_EXCHANGE_2016 (1c46b4af-1d64-4232-8dbf-955062ecd61f);32;92;1;6;16;526;157;81;767;327
121851_FED_WIN_APOTEOSYS_PROD (93d7cc47-8a15-46e5-bc60-62e7b873ee6c);20;92;1;14;119;13742;61;30;65;292
121851_FEDEPALMA_CENTOS_7.6_11042019 (bd8e9474-ce12-4af9-9795-940bb0ac716c);8;34;1;4;0;68;0;23;0;0
121851_FEDEPALMA_DEBIAN (b43b6abc-5e9a-44c1-b9bd-75ceeb8f978a);4;49;0;4;1;64;6;2;0;2
121851_FEDEPALMA_WIN_2008_R2_150818;8;100;0;1;16;411;13;35;17;15
121851_FEDEPALMA_WIN_SRV_2012_STD_64_SRVP (bc4340ab-3be4-4f50-b0cb-607ed98ca558);8;34;0;4;0;10;2;0;0;0
121851_FEDEPALMA_WINDOWS5_19ABR_restored;8;90;2;4;4;109;4;2;17;6
121851_FEDEPALMA_WINSRV_2012R2STD (e157c86b-a2a3-4202-ae1f-dc38bcdee71b);8;100;0;4;0;4;6;1;0;0
122813_WIN_2008_R2_ENT_64Bits;4;100;0;2;3;129;0;0;9;3
123035_FTP (354947cd-66fc-45e4-bcec-1860ee9ac979);4;95;1;4;0;6;7;2;0;0
123035_IFX_CAMARAS_BIOMETRICO_WIN_2008_R2 (bb27f34b-b351-4559-a58b-e0fd4136ae79);8;100;0;4;2;18;1;0;0;0
123042_COBOGWBPFARMAZVM;4;100;0;2;22;616;233;16;41;29
123042_COBOGWBPZVM;16;100;1;4;38;642;1542;279;323;96
123284_ACG_OWNCLOUD (ee6257f1-1f1f-4f11-804d-2b719abe86b8);4;98;0;2;2;25;0;3;10;5
124592_WINDOWS_2008_R2_STD (1896ba94-2d91-4235-ac8c-7c86242e1897);2;100;6;2;13;153;55;19;81;27
126410_FUNDACION_PLAN_WIN_2012_STD (4b4af6b9-bbfe-4781-9206-2afed4ea56c7);16;100;0;6;1;68;12;20;17;11
126411_FUNDACION_PLAN_WIN_2012_STD (56cbfa7f-4fa7-4c66-b2d1-b55311bf5bf2);8;100;0;4;5;121;111;35;249;70
128399_GDS-SER-WEBTBS (53bf5355-e3f1-4ee1-88e5-ca2774717cd1);32;100;1;4;26;702;137;89;59;67
130190_PRD-MNG01-01;8;97;0;1;6;13;1;1;0;0
130199_STG-APP03-01 (b583b92b-34cb-4af4-8c5f-5e9acb6259de);24;99;0;4;6;255;58;27;90;102
131089_ELECTRICOS_UBUNTU (aeb20ec5-b556-49ad-ab42-6f5a34423531);48;100;1;12;55;3333;44;31;127;74
131538_NSX_Manager_MIA_6.5;16;92;1;4;4;33;3;1;8;21
131767_PRICEWATERHOUSECOOPERS2 (27b868b4-c6b2-4e05-b6f8-cb6b3b3f0796);10;100;0;2;12;246;4;28;7;26
132151_HOSTING_UNX;8;36;0;4;2;171;0;1;3;2
132207_Express_VPN_Ubuntu (bb4276f5-5e52-4628-a08a-6948b890a201);4;98;0;2;94;849;9435;3108;10129;3358
132250_BENCHMARK_VMWARE_vmmark3-template-053117;16;49;1;8;0;15;0;0;0;0
132250_CENTOS_7.5;4;54;0;4;0;3;0;0;0;0
137852_INDUSTRIAS_INCA_WIN_2012_R2_STD (a14a44b6-2070-4a93-8852-244ab0832323);8;100;0;6;11;553;4;10;4;5
137852_INDUSTRIAS_INCA_WIN_2012_R2_STD (a14a44b6-2070-4a93-8852-244ab0832323);16;94;4;8;22;1478;7;6;21;8
139087_SIAS_WIN_2012_R2_STD (5520dbf2-ddd6-4193-9d10-7259bd425c36);2;100;0;2;36;456;120;41;4012;1379
139367_CPP_TESTING_WIN_2012_R2_STD (dd541277-ef86-4f9b-864d-0d2c539896e4);8;100;0;2;2;63;61;183;91;184
139367_CPP_TESTING_WIN_2012_R2_STD_0928;8;94;2;2;7;202;90;290;117;379
141743_PARQUES_WINDOWS (94a626fb-7330-4c86-97ba-da8898bc6b6f);2;100;1;2;1;39;1;2;1;1
144697_1000RDPMOLINO (25163027-f449-4430-87c3-679241b5b100);128;100;4;40;31;9059;1660;607;764;323
144710_01VMVaultSe (8a117bc0-2466-48e0-83d6-1736027d7c57);1;100;0;1;121;1282;0;22;0;7
144739_1111RDPCORPO_NEW;128;100;16;32;25;4686;202;130;169;69
144757_4000RDPVCC_Win2012R2 (9d41572b-7696-4984-a893-dd834f1cd459);60;100;4;24;16;3447;148;161;178;79
144758_40000BIOMETRICO_Win2008R2 (f87300a3-ef9b-45f1-9e76-6c47cb8731c7);4;100;0;4;8;217;3;2;2;1
144765_RDPLICENCIAS (79327dbe-a025-45cf-99dd-79f852fa5b2c);4;100;0;4;6;176;0;18;0;9
144767_5100RDPCRANSA_Win2012R2 (d50ca858-2876-4473-8bbf-2e3d9f375cfc);64;100;3;30;30;6724;303;131;206;91
144776_EFI_INPACO (1e3b925e-a2b2-4e11-a941-77804bf3e23c);8;100;0;4;7;188;7;3;8;30
144776_EFI_INPACO_CLONE (a8c9499b-d60c-4ab5-bdbf-435df27665b6);8;100;0;4;3;98;0;0;0;0
144779_8000BODEGA (b940d547-e047-4528-b412-b6c309a00eef);8;100;0;4;3;67;0;1;0;0
144782_93SRVCHILE_WINDOWS_SERVER_2012_207 (4533c8bd-a6cd-4d31-beba-7b5a3fcab437);64;100;0;30;21;4587;165;80;269;99
144782_93SRVCHILE_WINDOWS_SERVER_2012_20718;64;100;0;24;23;4343;147;99;280;151
146990_Cherwell (cea52fab-e67a-443d-be66-9e25d082ce18);16;100;0;2;67;663;5;5;24;51
